"no","name","side","runTime","Coin_received","Wechat_received","Manual_payment","Detergent","Softener","LB","status","date","startTime","endTime","machine"
115,"SP-D17-18","lower","0:0:19",3,0,0,0,0,0,"SUCCESS","12/03/2019","12/03/2019 11:24:42","12/03/2019 11:25:01","ae7d7950ed68a29b627719c0723f0ca0"
74,"SP-V1","NA",0,13,0,0,10,11,10,"SUCCESS","12/03/2019","12/03/2019 11:27:52","NA","e15ceae8fa62a160cebe0a1644e6116c"
116,"SP-D17-18","lower","0:0:20",0,0,0,0,0,0,"SUCCESS","12/03/2019","12/03/2019 11:31:22","12/03/2019 11:31:42","ae7d7950ed68a29b627719c0723f0ca0"
117,"SP-D17-18","upper","0:0:20",8,0,0,0,0,0,"SUCCESS","12/03/2019","12/03/2019 11:31:22","12/03/2019 11:31:42","ae7d7950ed68a29b627719c0723f0ca0"
88,"SP-W1","NA","0:0:1",9,0,0,0,0,0,"SUCCESS","12/03/2019","12/03/2019 11:33:58","12/03/2019 11:33:59","467b712f6f3dd1baad34f7b11b75f7d1"
75,"SP-V1","NA",0,6,0,0,5,5,5,"SUCCESS","12/03/2019","12/03/2019 11:36:17","NA","e15ceae8fa62a160cebe0a1644e6116c"
118,"SP-D17-18","upper","0:0:19",5,0,0,0,0,0,"SUCCESS","12/03/2019","12/03/2019 11:39:54","12/03/2019 11:40:13","ae7d7950ed68a29b627719c0723f0ca0"
119,"SP-D17-18","lower","0:0:19",3,0,0,0,0,0,"SUCCESS","12/03/2019","12/03/2019 11:39:54","12/03/2019 11:40:13","ae7d7950ed68a29b627719c0723f0ca0"
89,"SP-W1","NA","0:0:3",12,0,0,0,0,0,"SUCCESS","12/03/2019","12/03/2019 11:42:34","12/03/2019 11:42:37","467b712f6f3dd1baad34f7b11b75f7d1"
77,"SP-V1","NA",0,15,0,0,6,6,5,"SUCCESS","12/03/2019","12/03/2019 11:43:59","NA","e15ceae8fa62a160cebe0a1644e6116c"
90,"SP-W1","NA","0:0:2",9,0,0,0,0,0,"SUCCESS","12/03/2019","12/03/2019 11:48:32","12/03/2019 11:48:34","467b712f6f3dd1baad34f7b11b75f7d1"
120,"SP-D17-18","upper","0:0:22",0,0,0,0,0,0,"SUCCESS","12/03/2019","12/03/2019 11:49:50","12/03/2019 11:50:12","ae7d7950ed68a29b627719c0723f0ca0"
121,"SP-D17-18","lower","0:0:22",0,0,0,0,0,0,"SUCCESS","12/03/2019","12/03/2019 11:49:50","12/03/2019 11:50:12","ae7d7950ed68a29b627719c0723f0ca0"
91,"SP-W1","NA","0:0:3",9,0,0,0,0,0,"SUCCESS","12/03/2019","12/03/2019 11:54:58","12/03/2019 11:55:01","467b712f6f3dd1baad34f7b11b75f7d1"
78,"SP-V1","NA",0,6,0,0,5,5,5,"SUCCESS","12/03/2019","12/03/2019 11:52:02","NA","e15ceae8fa62a160cebe0a1644e6116c"
122,"SP-D17-18","upper","0:0:17",6,0,0,0,0,0,"SUCCESS","12/03/2019","12/03/2019 11:58:02","12/03/2019 11:58:19","ae7d7950ed68a29b627719c0723f0ca0"
123,"SP-D17-18","lower","0:0:17",2,0,0,0,0,0,"SUCCESS","12/03/2019","12/03/2019 11:58:02","12/03/2019 11:58:19","ae7d7950ed68a29b627719c0723f0ca0"
79,"SP-V1","NA",0,7,0,0,5,5,5,"SUCCESS","12/03/2019","12/03/2019 11:59:46","NA","e15ceae8fa62a160cebe0a1644e6116c"
124,"SP-D17-18","upper","0:0:19",6,0,0,0,0,0,"SUCCESS","12/03/2019","12/03/2019 12:03:03","12/03/2019 12:03:22","ae7d7950ed68a29b627719c0723f0ca0"
125,"SP-D17-18","lower","0:0:19",2,0,0,0,0,0,"SUCCESS","12/03/2019","12/03/2019 12:03:03","12/03/2019 12:03:22","ae7d7950ed68a29b627719c0723f0ca0"
92,"SP-W1","NA","0:0:1",9,0,0,0,0,0,"SUCCESS","12/03/2019","12/03/2019 12:04:54","12/03/2019 12:04:55","467b712f6f3dd1baad34f7b11b75f7d1"
93,"SP-W1","NA","0:0:1",9,0,0,0,0,0,"SUCCESS","12/03/2019","12/03/2019 12:13:30","12/03/2019 12:13:31","467b712f6f3dd1baad34f7b11b75f7d1"
126,"SP-D17-18","upper","0:0:17",6,0,0,0,0,0,"SUCCESS","12/03/2019","12/03/2019 12:14:28","12/03/2019 12:14:45","ae7d7950ed68a29b627719c0723f0ca0"
127,"SP-D17-18","lower","0:0:17",2,0,0,0,0,0,"SUCCESS","12/03/2019","12/03/2019 12:14:28","12/03/2019 12:14:45","ae7d7950ed68a29b627719c0723f0ca0"
82,"SP-V1","NA",0,16,0,0,14,17,15,"SUCCESS","12/03/2019","12/03/2019 12:16:42","NA","e15ceae8fa62a160cebe0a1644e6116c"
94,"SP-W1","NA","0:0:1",9,0,0,0,0,0,"SUCCESS","12/03/2019","12/03/2019 12:22:25","12/03/2019 12:22:26","467b712f6f3dd1baad34f7b11b75f7d1"
128,"SP-D17-18","upper","0:0:18",6,0,0,0,0,0,"SUCCESS","12/03/2019","12/03/2019 12:23:14","12/03/2019 12:23:32","ae7d7950ed68a29b627719c0723f0ca0"
129,"SP-D17-18","lower","0:0:18",2,0,0,0,0,0,"SUCCESS","12/03/2019","12/03/2019 12:23:14","12/03/2019 12:23:32","ae7d7950ed68a29b627719c0723f0ca0"
83,"SP-V1","NA",0,8,0,0,6,7,6,"SUCCESS","12/03/2019","12/03/2019 12:24:46","NA","e15ceae8fa62a160cebe0a1644e6116c"
95,"SP-W1","NA","0:0:3",9,0,0,0,0,0,"SUCCESS","12/03/2019","12/03/2019 12:34:07","12/03/2019 12:34:10","467b712f6f3dd1baad34f7b11b75f7d1"
130,"SP-D17-18","upper","0:0:18",6,0,0,0,0,0,"SUCCESS","12/03/2019","12/03/2019 12:47:51","12/03/2019 12:48:09","ae7d7950ed68a29b627719c0723f0ca0"
131,"SP-D17-18","lower","0:0:17",2,0,0,0,0,0,"SUCCESS","12/03/2019","12/03/2019 12:47:52","12/03/2019 12:48:09","ae7d7950ed68a29b627719c0723f0ca0"
86,"SP-V1","NA",0,22,0,0,14,12,14,"SUCCESS","12/03/2019","12/03/2019 14:31:08","NA","e15ceae8fa62a160cebe0a1644e6116c"
87,"SP-V1","NA",0,3,0,0,6,6,5,"SUCCESS","12/03/2019","12/03/2019 14:40:01","NA","e15ceae8fa62a160cebe0a1644e6116c"
89,"SP-V1","NA",0,6,0,0,10,11,10,"SUCCESS","12/03/2019","12/03/2019 15:05:44","NA","e15ceae8fa62a160cebe0a1644e6116c"
1,"SP-W1","NA","0:0:2",18,0,0,0,0,0,"SUCCESS","12/03/2019","12/03/2019 15:49:56","12/03/2019 15:49:58","467b712f6f3dd1baad34f7b11b75f7d1"
1,"SP-V1","NA",0,6,0,0,5,4,5,"SUCCESS","12/03/2019","12/03/2019 15:52:08","NA","e15ceae8fa62a160cebe0a1644e6116c"
3,"SP-V1","NA",0,13,0,0,10,11,10,"SUCCESS","12/03/2019","12/03/2019 15:57:23","NA","e15ceae8fa62a160cebe0a1644e6116c"
