"no","name","side","runTime","Coin_received","Wechat_received","Manual_payment","Detergent","Softener","LB","status","date","startTime","endTime","machine"
4,"PJCC-W3","NA","0:24:15",4,0,0,0,0,0,"SUCCESS","04/01/2019","04/01/2019 20:58:41","04/01/2019 21:22:56","7ce10970545f2bd2bb77388f95c4fa65"
5,"PJCC-W4","NA","0:24:20",4,0,0,0,0,0,"SUCCESS","04/01/2019","04/01/2019 21:16:47","04/01/2019 21:41:07","583f39fc2ca046563574510e34b345ef"
5,"PJCC-W3","NA","0:24:16",4,0,0,0,0,0,"SUCCESS","04/01/2019","04/01/2019 21:40:38","04/01/2019 22:04:54","7ce10970545f2bd2bb77388f95c4fa65"
1,"PJCC-W26","NA","0:25:37",9,0,0,0,0,0,"SUCCESS","04/01/2019","04/01/2019 21:39:17","04/01/2019 22:04:54","e531eb81634fd5bd542643139fab6d34"
3,"PJCC-D17","NA","0:29:46",6,0,0,0,0,0,"SUCCESS","04/01/2019","04/01/2019 21:35:36","04/01/2019 22:05:22","40c2a7e3bcdcb1c73c03d845cebe497a"
4,"PJCC-W25","NA","0:25:37",12,0,0,0,0,0,"SUCCESS","04/01/2019","04/01/2019 21:57:47","04/01/2019 22:23:24","e92b1ad5c195c747a7d2a0845204d8f7"
6,"PJCC-W4","NA","0:24:17",5,0,0,0,0,0,"SUCCESS","04/01/2019","04/01/2019 22:23:53","04/01/2019 22:48:10","583f39fc2ca046563574510e34b345ef"
2,"PJCC-W26","NA","0:25:37",10,0,0,0,0,0,"SUCCESS","04/01/2019","04/01/2019 22:22:43","04/01/2019 22:48:20","e531eb81634fd5bd542643139fab6d34"
1,"PJCC-D19","NA","0:24:46",5,0,0,0,0,0,"SUCCESS","04/01/2019","04/01/2019 22:30:43","04/01/2019 22:55:29","c5cfc517543121b12cec4848bbdb2b43"
5,"PJCC-W24","NA","0:25:47",8,0,0,0,0,0,"SUCCESS","04/01/2019","04/01/2019 22:29:59","04/01/2019 22:55:46","85520fd664e3dbcb2bef677543dcaf23"
1,"PJCC-W26","NA","0:25:37",10,0,0,0,0,0,"SUCCESS","05/01/2019","04/01/2019 23:39:37","05/01/2019 00:05:14","e531eb81634fd5bd542643139fab6d34"
1,"PJCC-W4","NA","0:24:18",4,0,0,0,0,0,"SUCCESS","05/01/2019","04/01/2019 23:42:16","05/01/2019 00:06:34","583f39fc2ca046563574510e34b345ef"
1,"PJCC-W22","NA","0:25:46",6,0,0,0,0,0,"SUCCESS","05/01/2019","05/01/2019 07:29:23","05/01/2019 07:55:09","301b33a5742e1a5fc36a572f0126c245"
2,"PJCC-W4","NA","0:24:25",4,0,0,0,0,0,"SUCCESS","05/01/2019","05/01/2019 07:42:17","05/01/2019 08:06:42","583f39fc2ca046563574510e34b345ef"
1,"PJCC-W3","NA","0:24:15",4,0,0,0,0,0,"SUCCESS","05/01/2019","05/01/2019 07:57:53","05/01/2019 08:22:08","7ce10970545f2bd2bb77388f95c4fa65"
1,"PJCC-W25","NA","0:25:38",10,0,0,0,0,0,"SUCCESS","05/01/2019","05/01/2019 07:59:21","05/01/2019 08:24:59","e92b1ad5c195c747a7d2a0845204d8f7"
2,"PJCC-W26","NA","0:25:36",9,0,0,0,0,0,"SUCCESS","05/01/2019","05/01/2019 08:09:31","05/01/2019 08:35:07","e531eb81634fd5bd542643139fab6d34"
3,"PJCC-W4","NA","0:24:20",4,0,0,0,0,0,"SUCCESS","05/01/2019","05/01/2019 09:56:09","05/01/2019 10:20:29","583f39fc2ca046563574510e34b345ef"
4,"PJCC-W4","NA","0:24:19",5,0,0,0,0,0,"SUCCESS","05/01/2019","05/01/2019 10:43:14","05/01/2019 11:07:33","583f39fc2ca046563574510e34b345ef"
3,"PJCC-W26","NA","0:25:37",9,0,0,0,0,0,"SUCCESS","05/01/2019","05/01/2019 10:42:54","05/01/2019 11:08:31","e531eb81634fd5bd542643139fab6d34"
1,"PJCC-W24","NA","0:25:47",7,0,0,0,0,0,"SUCCESS","05/01/2019","05/01/2019 10:43:38","05/01/2019 11:09:25","85520fd664e3dbcb2bef677543dcaf23"
2,"PJCC-W25","NA","0:25:38",10,0,0,0,0,0,"SUCCESS","05/01/2019","05/01/2019 10:53:44","05/01/2019 11:19:22","e92b1ad5c195c747a7d2a0845204d8f7"
1,"PJCC-D29-30","upper","0:2:11",0,0,0,0,0,0,"SUCCESS","05/01/2019","05/01/2019 11:31:19","05/01/2019 11:33:30","271d6088283749c5d65c5428c0c967a9"
2,"PJCC-D29-30","lower","0:2:26",2,0,0,0,0,0,"SUCCESS","05/01/2019","05/01/2019 11:31:14","05/01/2019 11:33:40","271d6088283749c5d65c5428c0c967a9"
1,"PJCC-D23","NA","0:24:45",5,0,0,0,0,0,"SUCCESS","05/01/2019","05/01/2019 11:10:04","05/01/2019 11:34:49","e1c98e44e2af2b1d3cc1c36c45e08000"
3,"PJCC-D29-30","upper","0:1:2",0,0,0,0,0,0,"SUCCESS","05/01/2019","05/01/2019 11:35:51","05/01/2019 11:36:53","271d6088283749c5d65c5428c0c967a9"
4,"PJCC-D29-30","lower","0:1:21",0,0,0,0,0,0,"SUCCESS","05/01/2019","05/01/2019 11:35:45","05/01/2019 11:37:06","271d6088283749c5d65c5428c0c967a9"
1,"PJCC-D17","NA","0:24:45",3,0,0,0,0,0,"SUCCESS","05/01/2019","05/01/2019 11:35:03","05/01/2019 11:59:48","40c2a7e3bcdcb1c73c03d845cebe497a"
2,"PJCC-W3","NA","0:24:15",4,0,0,0,0,0,"SUCCESS","05/01/2019","05/01/2019 11:36:34","05/01/2019 12:00:49","7ce10970545f2bd2bb77388f95c4fa65"
5,"PJCC-D29-30","upper","0:2:0",2,0,0,0,0,0,"SUCCESS","05/01/2019","05/01/2019 12:12:43","05/01/2019 12:14:43","271d6088283749c5d65c5428c0c967a9"
6,"PJCC-D29-30","lower","0:2:7",0,0,0,0,0,0,"SUCCESS","05/01/2019","05/01/2019 12:12:45","05/01/2019 12:14:52","271d6088283749c5d65c5428c0c967a9"
7,"PJCC-D29-30","lower","0:4:0",0,0,0,0,0,0,"SUCCESS","05/01/2019","05/01/2019 12:15:12","05/01/2019 12:19:12","271d6088283749c5d65c5428c0c967a9"
8,"PJCC-D29-30","upper","0:4:6",0,0,0,0,0,0,"SUCCESS","05/01/2019","05/01/2019 12:15:10","05/01/2019 12:19:16","271d6088283749c5d65c5428c0c967a9"
9,"PJCC-D29-30","upper","0:0:58",2,0,0,0,0,0,"SUCCESS","05/01/2019","05/01/2019 12:26:16","05/01/2019 12:27:14","271d6088283749c5d65c5428c0c967a9"
10,"PJCC-D29-30","lower","0:0:36",2,0,2,0,0,0,"SUCCESS","05/01/2019","05/01/2019 12:26:39","05/01/2019 12:27:15","271d6088283749c5d65c5428c0c967a9"
2,"PJCC-D23","NA","0:24:46",5,0,0,0,0,0,"SUCCESS","05/01/2019","05/01/2019 12:06:31","05/01/2019 12:31:17","e1c98e44e2af2b1d3cc1c36c45e08000"
4,"PJCC-W26","NA","0:25:36",10,0,0,0,0,0,"SUCCESS","05/01/2019","05/01/2019 12:47:40","05/01/2019 13:13:16","e531eb81634fd5bd542643139fab6d34"
3,"PJCC-D23","NA","0:24:46",5,0,0,0,0,0,"SUCCESS","05/01/2019","05/01/2019 13:00:28","05/01/2019 13:25:14","e1c98e44e2af2b1d3cc1c36c45e08000"
1,"PJCC-D19","NA","0:29:46",6,0,0,0,0,0,"SUCCESS","05/01/2019","05/01/2019 13:00:26","05/01/2019 13:30:12","c5cfc517543121b12cec4848bbdb2b43"
10,"PJCC-D29-30","upper","0:23:46",6,0,0,0,0,0,"SUCCESS","05/01/2019","05/01/2019 13:17:52","05/01/2019 13:41:38","271d6088283749c5d65c5428c0c967a9"
5,"PJCC-W4","NA","0:24:17",4,0,0,0,0,0,"SUCCESS","05/01/2019","05/01/2019 13:17:34","05/01/2019 13:41:51","583f39fc2ca046563574510e34b345ef"
6,"PJCC-W4","NA","0:24:17",5,0,0,0,0,0,"SUCCESS","05/01/2019","05/01/2019 14:25:29","05/01/2019 14:49:46","583f39fc2ca046563574510e34b345ef"
3,"PJCC-W3","NA","0:24:18",4,0,0,0,0,0,"SUCCESS","05/01/2019","05/01/2019 14:54:34","05/01/2019 15:18:52","7ce10970545f2bd2bb77388f95c4fa65"
11,"PJCC-D29-30","upper","0:23:46",8,0,0,0,0,0,"SUCCESS","05/01/2019","05/01/2019 15:27:54","05/01/2019 15:51:40","271d6088283749c5d65c5428c0c967a9"
3,"PJCC-W25","NA","0:25:35",12,0,0,0,0,0,"SUCCESS","05/01/2019","05/01/2019 16:12:01","05/01/2019 16:37:36","e92b1ad5c195c747a7d2a0845204d8f7"
4,"PJCC-D23","NA","0:24:46",5,0,0,0,0,0,"SUCCESS","05/01/2019","05/01/2019 16:53:19","05/01/2019 17:18:05","e1c98e44e2af2b1d3cc1c36c45e08000"
2,"PJCC-W24","NA","0:25:46",6,0,0,0,0,0,"SUCCESS","05/01/2019","05/01/2019 17:19:06","05/01/2019 17:44:52","85520fd664e3dbcb2bef677543dcaf23"
2,"PJCC-D17","NA","0:29:46",6,0,0,0,0,0,"SUCCESS","05/01/2019","05/01/2019 17:44:23","05/01/2019 18:14:09","40c2a7e3bcdcb1c73c03d845cebe497a"
4,"PJCC-W3","NA","0:24:15",4,0,0,0,0,0,"SUCCESS","05/01/2019","05/01/2019 18:16:39","05/01/2019 18:40:54","7ce10970545f2bd2bb77388f95c4fa65"
7,"PJCC-W4","NA","0:24:16",4,0,0,0,0,0,"SUCCESS","05/01/2019","05/01/2019 18:34:45","05/01/2019 18:59:01","583f39fc2ca046563574510e34b345ef"
3,"PJCC-D17","NA","0:24:46",5,0,0,0,0,0,"SUCCESS","05/01/2019","05/01/2019 18:40:49","05/01/2019 19:05:35","40c2a7e3bcdcb1c73c03d845cebe497a"
5,"PJCC-W26","NA","0:25:37",10,0,0,0,0,0,"SUCCESS","05/01/2019","05/01/2019 18:47:08","05/01/2019 19:12:45","e531eb81634fd5bd542643139fab6d34"
5,"PJCC-W3","NA","0:24:17",5,0,0,0,0,0,"SUCCESS","05/01/2019","05/01/2019 18:56:04","05/01/2019 19:20:21","7ce10970545f2bd2bb77388f95c4fa65"
4,"PJCC-W25","NA","0:25:36",10,0,0,0,0,0,"SUCCESS","05/01/2019","05/01/2019 19:09:55","05/01/2019 19:35:31","e92b1ad5c195c747a7d2a0845204d8f7"
2,"PJCC-D19","NA","0:34:47",7,0,0,0,0,0,"SUCCESS","05/01/2019","05/01/2019 19:26:04","05/01/2019 20:00:51","c5cfc517543121b12cec4848bbdb2b43"
4,"PJCC-D17","NA","0:34:46",6,0,0,0,0,0,"SUCCESS","05/01/2019","05/01/2019 19:26:18","05/01/2019 20:01:04","40c2a7e3bcdcb1c73c03d845cebe497a"
5,"PJCC-W25","NA","0:25:36",10,0,0,0,0,0,"SUCCESS","05/01/2019","05/01/2019 19:44:17","05/01/2019 20:09:53","e92b1ad5c195c747a7d2a0845204d8f7"
3,"PJCC-D19","NA","0:24:45",5,0,0,0,0,0,"SUCCESS","05/01/2019","05/01/2019 20:25:49","05/01/2019 20:50:34","c5cfc517543121b12cec4848bbdb2b43"
6,"PJCC-W25","NA","0:25:34",10,0,0,0,0,0,"SUCCESS","05/01/2019","05/01/2019 20:55:11","05/01/2019 21:20:45","e92b1ad5c195c747a7d2a0845204d8f7"
6,"PJCC-W3","NA","0:24:17",4,0,0,0,0,0,"SUCCESS","05/01/2019","05/01/2019 21:24:40","05/01/2019 21:48:57","7ce10970545f2bd2bb77388f95c4fa65"
7,"PJCC-W25","NA","0:25:36",10,0,0,0,0,0,"SUCCESS","05/01/2019","05/01/2019 21:40:10","05/01/2019 22:05:46","e92b1ad5c195c747a7d2a0845204d8f7"
4,"PJCC-D19","NA","0:34:45",7,0,0,0,0,0,"SUCCESS","05/01/2019","05/01/2019 21:38:10","05/01/2019 22:12:55","c5cfc517543121b12cec4848bbdb2b43"
5,"PJCC-D17","NA","0:24:44",4,0,0,0,0,0,"SUCCESS","05/01/2019","05/01/2019 21:56:23","05/01/2019 22:21:07","40c2a7e3bcdcb1c73c03d845cebe497a"
2,"PJCC-W22","NA","0:25:45",6,0,0,0,0,0,"SUCCESS","05/01/2019","05/01/2019 22:03:14","05/01/2019 22:28:59","301b33a5742e1a5fc36a572f0126c245"
7,"PJCC-W3","NA","0:24:18",5,0,0,0,0,0,"SUCCESS","05/01/2019","05/01/2019 22:17:11","05/01/2019 22:41:29","7ce10970545f2bd2bb77388f95c4fa65"
12,"PJCC-D29-30","lower","0:23:46",8,0,0,0,0,0,"SUCCESS","05/01/2019","05/01/2019 22:28:43","05/01/2019 22:52:29","271d6088283749c5d65c5428c0c967a9"
5,"PJCC-D19","NA","0:24:46",5,0,0,0,0,0,"SUCCESS","05/01/2019","05/01/2019 22:31:03","05/01/2019 22:55:49","c5cfc517543121b12cec4848bbdb2b43"
1,"PJCC-W4","NA","0:24:19",6,0,0,0,0,0,"SUCCESS","05/01/2019","05/01/2019 23:32:09","05/01/2019 23:56:28","583f39fc2ca046563574510e34b345ef"
1,"PJCC-W25","NA","0:25:38",10,0,0,0,0,0,"SUCCESS","05/01/2019","05/01/2019 23:31:17","05/01/2019 23:56:55","e92b1ad5c195c747a7d2a0845204d8f7"
1,"PJCC-W24","NA","0:25:46",6,0,0,0,0,0,"SUCCESS","05/01/2019","05/01/2019 23:31:22","05/01/2019 23:57:08","85520fd664e3dbcb2bef677543dcaf23"
1,"PJCC-D29-30","upper","0:44:47",15,0,0,0,0,0,"SUCCESS","06/01/2019","06/01/2019 00:43:05","06/01/2019 01:27:52","271d6088283749c5d65c5428c0c967a9"
2,"PJCC-W25","NA","0:25:35",8,0,0,0,0,0,"SUCCESS","06/01/2019","06/01/2019 01:42:25","06/01/2019 02:08:00","e92b1ad5c195c747a7d2a0845204d8f7"
3,"PJCC-W25","NA","0:25:35",10,0,0,0,0,0,"SUCCESS","06/01/2019","06/01/2019 07:14:19","06/01/2019 07:39:54","e92b1ad5c195c747a7d2a0845204d8f7"
2,"PJCC-W4","NA","0:24:17",5,0,0,0,0,0,"SUCCESS","06/01/2019","06/01/2019 07:42:21","06/01/2019 08:06:38","583f39fc2ca046563574510e34b345ef"
1,"PJCC-W26","NA","0:25:36",10,0,0,0,0,0,"SUCCESS","06/01/2019","06/01/2019 07:53:16","06/01/2019 08:18:52","e531eb81634fd5bd542643139fab6d34"
1,"PJCC-D19","NA","0:24:46",5,0,0,0,0,0,"SUCCESS","06/01/2019","06/01/2019 08:20:54","06/01/2019 08:45:40","c5cfc517543121b12cec4848bbdb2b43"
4,"PJCC-W25","NA","0:25:36",10,0,0,0,0,0,"SUCCESS","06/01/2019","06/01/2019 08:24:57","06/01/2019 08:50:33","e92b1ad5c195c747a7d2a0845204d8f7"
3,"PJCC-W4","NA","0:24:18",5,0,0,0,0,0,"SUCCESS","06/01/2019","06/01/2019 08:52:14","06/01/2019 09:16:32","583f39fc2ca046563574510e34b345ef"
2,"PJCC-W26","NA","0:25:37",10,0,0,0,0,0,"SUCCESS","06/01/2019","06/01/2019 08:58:05","06/01/2019 09:23:42","e531eb81634fd5bd542643139fab6d34"
2,"PJCC-D19","NA","0:24:45",5,0,0,0,0,0,"SUCCESS","06/01/2019","06/01/2019 09:27:36","06/01/2019 09:52:21","c5cfc517543121b12cec4848bbdb2b43"
5,"PJCC-W25","NA","0:25:38",10,0,0,0,0,0,"SUCCESS","06/01/2019","06/01/2019 10:13:34","06/01/2019 10:39:12","e92b1ad5c195c747a7d2a0845204d8f7"
1,"PJCC-W3","NA","0:24:18",4,0,0,0,0,0,"SUCCESS","06/01/2019","06/01/2019 10:16:33","06/01/2019 10:40:51","7ce10970545f2bd2bb77388f95c4fa65"
3,"PJCC-W26","NA","0:25:37",10,0,0,0,0,0,"SUCCESS","06/01/2019","06/01/2019 10:16:43","06/01/2019 10:42:20","e531eb81634fd5bd542643139fab6d34"
2,"PJCC-W24","NA","0:25:47",8,0,0,0,0,0,"SUCCESS","06/01/2019","06/01/2019 10:29:20","06/01/2019 10:55:07","85520fd664e3dbcb2bef677543dcaf23"
1,"PJCC-D23","NA","0:24:45",5,0,0,0,0,0,"SUCCESS","06/01/2019","06/01/2019 10:58:25","06/01/2019 11:23:10","e1c98e44e2af2b1d3cc1c36c45e08000"
6,"PJCC-W25","NA","0:25:35",10,0,0,0,0,0,"SUCCESS","06/01/2019","06/01/2019 10:59:46","06/01/2019 11:25:21","e92b1ad5c195c747a7d2a0845204d8f7"
2,"PJCC-D29-30","lower","0:29:45",11,0,0,0,0,0,"SUCCESS","06/01/2019","06/01/2019 10:57:52","06/01/2019 11:27:37","271d6088283749c5d65c5428c0c967a9"
3,"PJCC-D29-30","upper","0:41:44",13,0,0,0,0,0,"SUCCESS","06/01/2019","06/01/2019 10:49:02","06/01/2019 11:30:46","271d6088283749c5d65c5428c0c967a9"
4,"PJCC-W26","NA","0:25:36",10,0,0,0,0,0,"SUCCESS","06/01/2019","06/01/2019 11:34:50","06/01/2019 12:00:26","e531eb81634fd5bd542643139fab6d34"
2,"PJCC-D23","NA","0:34:46",7,0,0,0,0,0,"SUCCESS","06/01/2019","06/01/2019 11:31:18","06/01/2019 12:06:04","e1c98e44e2af2b1d3cc1c36c45e08000"
4,"PJCC-W4","NA","0:24:16",5,0,0,0,0,0,"SUCCESS","06/01/2019","06/01/2019 11:59:36","06/01/2019 12:23:52","583f39fc2ca046563574510e34b345ef"
4,"PJCC-D29-30","upper","0:23:46",8,0,0,0,0,0,"SUCCESS","06/01/2019","06/01/2019 12:04:07","06/01/2019 12:27:53","271d6088283749c5d65c5428c0c967a9"
2,"PJCC-W3","NA","0:24:14",4,0,0,0,0,0,"SUCCESS","06/01/2019","06/01/2019 13:13:26","06/01/2019 13:37:40","7ce10970545f2bd2bb77388f95c4fa65"
5,"PJCC-D29-30","lower","0:17:47",6,0,0,0,0,0,"SUCCESS","06/01/2019","06/01/2019 13:58:06","06/01/2019 14:15:53","271d6088283749c5d65c5428c0c967a9"
3,"PJCC-D23","NA","0:29:47",6,0,0,0,0,0,"SUCCESS","06/01/2019","06/01/2019 13:47:48","06/01/2019 14:17:35","e1c98e44e2af2b1d3cc1c36c45e08000"
6,"PJCC-D29-30","lower","0:5:45",2,0,0,0,0,0,"SUCCESS","06/01/2019","06/01/2019 14:18:44","06/01/2019 14:24:29","271d6088283749c5d65c5428c0c967a9"
5,"PJCC-W26","NA","0:25:35",10,0,0,0,0,0,"SUCCESS","06/01/2019","06/01/2019 14:39:15","06/01/2019 15:04:50","e531eb81634fd5bd542643139fab6d34"
7,"PJCC-W25","NA","0:25:34",10,0,0,0,0,0,"SUCCESS","06/01/2019","06/01/2019 15:05:29","06/01/2019 15:31:03","e92b1ad5c195c747a7d2a0845204d8f7"
3,"PJCC-W24","NA","0:25:45",6,0,0,0,0,0,"SUCCESS","06/01/2019","06/01/2019 15:07:20","06/01/2019 15:33:05","85520fd664e3dbcb2bef677543dcaf23"
3,"PJCC-W3","NA","0:24:16",4,0,0,0,0,0,"SUCCESS","06/01/2019","06/01/2019 15:10:32","06/01/2019 15:34:48","7ce10970545f2bd2bb77388f95c4fa65"
1,"PJCC-W22","NA","0:25:47",6,0,0,0,0,0,"SUCCESS","06/01/2019","06/01/2019 15:16:24","06/01/2019 15:42:11","301b33a5742e1a5fc36a572f0126c245"
4,"PJCC-D23","NA","0:29:46",6,0,0,0,0,0,"SUCCESS","06/01/2019","06/01/2019 15:41:00","06/01/2019 16:10:46","e1c98e44e2af2b1d3cc1c36c45e08000"
7,"PJCC-D29-30","upper","0:29:45",10,0,0,0,0,0,"SUCCESS","06/01/2019","06/01/2019 15:47:44","06/01/2019 16:17:29","271d6088283749c5d65c5428c0c967a9"
4,"PJCC-W3","NA","0:24:15",4,0,0,0,0,0,"SUCCESS","06/01/2019","06/01/2019 16:33:43","06/01/2019 16:57:58","7ce10970545f2bd2bb77388f95c4fa65"
5,"PJCC-W4","NA","0:24:14",4,0,0,0,0,0,"SUCCESS","06/01/2019","06/01/2019 16:34:12","06/01/2019 16:58:26","583f39fc2ca046563574510e34b345ef"
2,"PJCC-W22","NA","0:25:44",6,0,0,0,0,0,"SUCCESS","06/01/2019","06/01/2019 16:32:51","06/01/2019 16:58:35","301b33a5742e1a5fc36a572f0126c245"
4,"PJCC-W24","NA","0:25:47",6,0,0,0,0,0,"SUCCESS","06/01/2019","06/01/2019 16:44:36","06/01/2019 17:10:23","85520fd664e3dbcb2bef677543dcaf23"
8,"PJCC-W25","NA","0:25:36",8,0,0,0,0,0,"SUCCESS","06/01/2019","06/01/2019 16:45:28","06/01/2019 17:11:04","e92b1ad5c195c747a7d2a0845204d8f7"
5,"PJCC-D23","NA","0:39:45",7,0,0,0,0,0,"SUCCESS","06/01/2019","06/01/2019 17:16:14","06/01/2019 17:55:59","e1c98e44e2af2b1d3cc1c36c45e08000"
5,"PJCC-W3","NA","0:24:16",4,0,0,0,0,0,"SUCCESS","06/01/2019","06/01/2019 17:54:00","06/01/2019 18:18:16","7ce10970545f2bd2bb77388f95c4fa65"
9,"PJCC-W25","NA","0:25:34",10,0,0,0,0,0,"SUCCESS","06/01/2019","06/01/2019 18:40:38","06/01/2019 19:06:12","e92b1ad5c195c747a7d2a0845204d8f7"
1,"PJCC-D17","NA","0:18:11",5,0,0,0,0,0,"SUCCESS","06/01/2019","06/01/2019 19:09:08","06/01/2019 19:27:19","40c2a7e3bcdcb1c73c03d845cebe497a"
2,"PJCC-D17","NA","0:0:10",0,0,0,0,0,0,"SUCCESS","06/01/2019","06/01/2019 19:28:41","06/01/2019 19:28:51","40c2a7e3bcdcb1c73c03d845cebe497a"
3,"PJCC-D17","NA","0:2:12",0,0,0,0,0,0,"SUCCESS","06/01/2019","06/01/2019 19:29:12","06/01/2019 19:31:24","40c2a7e3bcdcb1c73c03d845cebe497a"
8,"PJCC-D29-30","lower","0:23:46",8,0,0,0,0,0,"SUCCESS","06/01/2019","06/01/2019 19:07:56","06/01/2019 19:31:42","271d6088283749c5d65c5428c0c967a9"
4,"PJCC-D17","NA","0:2:7",0,0,0,0,0,0,"SUCCESS","06/01/2019","06/01/2019 19:31:47","06/01/2019 19:33:54","40c2a7e3bcdcb1c73c03d845cebe497a"
6,"PJCC-W26","NA","0:25:36",8,0,0,0,0,0,"SUCCESS","06/01/2019","06/01/2019 19:09:50","06/01/2019 19:35:26","e531eb81634fd5bd542643139fab6d34"
3,"PJCC-W22","NA","0:25:47",6,0,0,0,0,0,"SUCCESS","06/01/2019","06/01/2019 19:39:46","06/01/2019 20:05:33","301b33a5742e1a5fc36a572f0126c245"
3,"PJCC-D19","NA","0:24:44",5,0,0,0,0,0,"SUCCESS","06/01/2019","06/01/2019 19:44:31","06/01/2019 20:09:15","c5cfc517543121b12cec4848bbdb2b43"
10,"PJCC-W25","NA","0:25:34",10,0,0,0,0,0,"SUCCESS","06/01/2019","06/01/2019 20:06:20","06/01/2019 20:31:54","e92b1ad5c195c747a7d2a0845204d8f7"
6,"PJCC-W4","NA","0:24:17",4,0,0,0,0,0,"SUCCESS","06/01/2019","06/01/2019 20:09:21","06/01/2019 20:33:38","583f39fc2ca046563574510e34b345ef"
6,"PJCC-W3","NA","0:24:17",4,0,0,0,0,0,"SUCCESS","06/01/2019","06/01/2019 20:09:40","06/01/2019 20:33:57","7ce10970545f2bd2bb77388f95c4fa65"
4,"PJCC-D19","NA","0:24:46",5,0,0,0,0,0,"SUCCESS","06/01/2019","06/01/2019 20:41:14","06/01/2019 21:06:00","c5cfc517543121b12cec4848bbdb2b43"
7,"PJCC-W4","NA","0:24:17",4,0,0,0,0,0,"SUCCESS","06/01/2019","06/01/2019 20:48:19","06/01/2019 21:12:36","583f39fc2ca046563574510e34b345ef"
7,"PJCC-W3","NA","0:24:17",4,0,0,0,0,0,"SUCCESS","06/01/2019","06/01/2019 20:48:27","06/01/2019 21:12:44","7ce10970545f2bd2bb77388f95c4fa65"
5,"PJCC-D17","NA","0:44:46",9,0,0,0,0,0,"SUCCESS","06/01/2019","06/01/2019 20:33:47","06/01/2019 21:18:33","40c2a7e3bcdcb1c73c03d845cebe497a"
11,"PJCC-W25","NA","0:25:38",10,0,0,0,0,0,"SUCCESS","06/01/2019","06/01/2019 21:08:30","06/01/2019 21:34:08","e92b1ad5c195c747a7d2a0845204d8f7"
8,"PJCC-W4","NA","0:24:21",4,0,0,0,0,0,"SUCCESS","06/01/2019","06/01/2019 21:23:09","06/01/2019 21:47:30","583f39fc2ca046563574510e34b345ef"
4,"PJCC-W22","NA","0:25:47",6,0,0,0,0,0,"SUCCESS","06/01/2019","06/01/2019 21:27:35","06/01/2019 21:53:22","301b33a5742e1a5fc36a572f0126c245"
5,"PJCC-W24","NA","0:25:46",6,0,0,0,0,0,"SUCCESS","06/01/2019","06/01/2019 21:45:43","06/01/2019 22:11:29","85520fd664e3dbcb2bef677543dcaf23"
9,"PJCC-D29-30","lower","0:29:45",10,0,0,0,0,0,"SUCCESS","06/01/2019","06/01/2019 21:46:31","06/01/2019 22:16:16","271d6088283749c5d65c5428c0c967a9"
10,"PJCC-D29-30","upper","0:29:45",10,0,0,0,0,0,"SUCCESS","06/01/2019","06/01/2019 21:52:35","06/01/2019 22:22:20","271d6088283749c5d65c5428c0c967a9"
7,"PJCC-W26","NA","0:25:36",10,0,0,0,0,0,"SUCCESS","06/01/2019","06/01/2019 22:47:52","06/01/2019 23:13:28","e531eb81634fd5bd542643139fab6d34"
5,"PJCC-W22","NA","0:25:46",8,0,0,0,0,0,"SUCCESS","06/01/2019","06/01/2019 22:53:57","06/01/2019 23:19:43","301b33a5742e1a5fc36a572f0126c245"
1,"PJCC-D29-30","upper","0:17:45",6,0,0,0,0,0,"SUCCESS","06/01/2019","06/01/2019 23:16:00","06/01/2019 23:33:45","271d6088283749c5d65c5428c0c967a9"
1,"PJCC-W24","NA","0:25:45",8,0,0,0,0,0,"SUCCESS","06/01/2019","06/01/2019 23:24:23","06/01/2019 23:50:08","85520fd664e3dbcb2bef677543dcaf23"
1,"PJCC-W26","NA","0:25:36",14,0,0,0,0,0,"SUCCESS","06/01/2019","06/01/2019 23:25:22","06/01/2019 23:50:58","e531eb81634fd5bd542643139fab6d34"
1,"PJCC-W3","NA","0:24:14",4,0,0,0,0,0,"SUCCESS","07/01/2019","06/01/2019 23:50:35","07/01/2019 00:14:49","7ce10970545f2bd2bb77388f95c4fa65"
2,"PJCC-D29-30","upper","0:23:43",8,0,0,0,0,0,"SUCCESS","07/01/2019","06/01/2019 23:58:51","07/01/2019 00:22:34","271d6088283749c5d65c5428c0c967a9"
2,"PJCC-W24","NA","0:25:44",8,0,0,0,0,0,"SUCCESS","07/01/2019","06/01/2019 23:59:48","07/01/2019 00:25:32","85520fd664e3dbcb2bef677543dcaf23"
1,"PJCC-W25","NA","0:25:36",10,0,0,0,0,0,"SUCCESS","07/01/2019","07/01/2019 01:37:52","07/01/2019 02:03:28","e92b1ad5c195c747a7d2a0845204d8f7"
2,"PJCC-W3","NA","0:24:16",6,0,0,0,0,0,"SUCCESS","07/01/2019","07/01/2019 07:23:11","07/01/2019 07:47:27","7ce10970545f2bd2bb77388f95c4fa65"
2,"PJCC-W25","NA","0:25:37",10,0,0,0,0,0,"SUCCESS","07/01/2019","07/01/2019 10:17:11","07/01/2019 10:42:48","e92b1ad5c195c747a7d2a0845204d8f7"
3,"PJCC-W3","NA","0:24:16",4,0,0,0,0,0,"SUCCESS","07/01/2019","07/01/2019 10:30:23","07/01/2019 10:54:39","7ce10970545f2bd2bb77388f95c4fa65"
